ВЕЛИЧИНА	свойство физический объект определять количество пространство который он занимать
ВЕЛИЧИНА	параметр физический тело или другой объект равный в заданный единица измерение по который оцениваться его размер или количество
ВЕЛИЧИНА	человек деятельность который в область хорошо известный человек и высоко цениться они
ВЕЛОСИПЕД	механический транспортный средство для перемещение человек не иметь внутренний пространство с седло и два педаль обычно два или трехколесный который приводиться в движение вращение педаль
ВЕЛОСИПЕД	механический транспортный средство для прогулка по вода один или несколько человек с сидение и педаль для каждый человек который приводиться в движение нажатие нога на педаль
ВЕЛОСИПЕД	сделать или пытаться сделать то что уже давно существовать считать что никто рано это еще не делать
ВЕНА	кровеносный сосуд по который кровь поступать от орган и ткань к сердце
ВЕНГЕРСКИЙ	относиться к венгрия
ВЕНГЕРСКИЙ	впервые возникать или сделать в венгрия или считаться таковой
ВЕНГЕРСКИЙ	венгерский язык
ВЕНГРЫ	народ венгрия
ВЕНГРЫ	государство венгрия как участник политический и экономический отношение
ВЕНЕЦ	корона
ВЕНЕЦ	корона вступать в церковный брак
ВЕНЕЦ	прическа когда волос укладываться вокруг голова
ВЕНЕЦ	венок
ВЕНЕЦ	кольцо вокруг светить
ВЕНЕЦ	кольцо вокруг объект
ВЕНЕЦ	высокий достижение
ВЕНЕЦ	ряд бревно в сруб
ВЕНЕЦ	предмет иметь в основание круг охватывать голова от который вверх идти зубец сделать с использование драгоценный материал который являться символ монарший власть и надеваться в первый раз на голова человек во время обряд возведение его на престол
ВЕНЕЦ	предмет иметь в основание круг охватывать голова обычно из металл который надеваться на голова жених и невеста во время церковный бракосочетание
ВЕНЕЦ	женский прическа когда волос в вид коса или валик укладываться вокруг голова и закрепляться такой образ
ВЕНЕЦ	венок из
ВЕНЕЦ	светлый туманный кольцо вокруг солнце луна или очень яркий источник свет
ВЕНЕЦ	светлый или темный кольцо вокруг объект
ВЕНЕЦ	высокий достижение в область или высокий положительно оценивать степень в развитие состояние или явление
ВЕНЕЦ	один горизонтальный ряд бревно деревянный постройка соединенный друг с друг в угол образованный они четырехугольник
ВЕНЕЦ	страдание
ВЕНОК	украшение для голова обычно из гибкий длинный стебель растение и цветок иногда из ветка или искусственный материал сплетать в вид круг
ВЕНОК	литературный произведение из пятнадцать сонет связывать между себя так что последний стих один сонет являться первый стих следующий а пятнадцатый состоять из первый строка весь предыдущий четырнадцать
ВЕНТИЛЯТОР	автоматический устройство с вращаться часть предназначать для перемещение воздух в цель его охлаждение очищение или равномерный распределение
ВЕНЧАТЬ	находиться на верх
ВЕНЧАТЬ	находиться на голова
ВЕНЧАТЬ	завершать
ВЕНЧАТЬ	сочетать церковный брак
ВЕНЧАТЬ	возводить на престол
ВЕНЧАТЬ	надевать на голова венок
ВЕНЧАТЬ	объект находиться на самый верх объект
ВЕНЧАТЬ	объект находиться на голова человек являться заметный часть его внешний вид
ВЕНЧАТЬ	событие являться конец ситуация или высокий степень ее развитие
ВЕНЧАТЬ	человек иметь право совершать обряд церковный бракосочетание совершать он над жених и невеста и надевать на их голова венец
ВЕНЧАТЬ	человек иметь право совершать обряд возведение на престол совершать он над человек и класть он на голова венец
ВЕНЧАТЬ	человек в знак то что они высоко ценить заслуга человек надевать он на голова или на шея венок
ВЕРЁВКА	предмет который представлять себя скручивать или сплетать вместе природный или синтетический волокно образовывать достаточно длинный и прочный толстый жечь
ВЕРЁВКА	человек пользоваться бесхарактерность или уступчивость человек заставлять он выполнять весь свой желание
ВЕРА	убежденность что существовать
ВЕРА	совокупность религиозный убеждение и обряд
ВЕРА	убежденность что истинно
ВЕРА	убежденность что благодаря происходить что л хороший
ВЕРА	убежденность что быть иметь место
ВЕРА	убежденность человек что существовать или являться истинный который основывать не на факт или логический доказательство а на то что очень хотеть чтобы существовать или быть истинный
ВЕРА	совокупность представление о сверхъестественный существо или высокий сила управляющий мир который человек считать истинный и связывать с этот представление обряд
ВЕРА	убежденность человек в то что истинно который отчасти основывать на факт и логический доказательство а отчасти на то что очень хотеть чтобы быть истинный
ВЕРА	убежденность человек в то что смочь сделать что л хороший или в то что благодаря происходить что л хороший
ВЕРА	убежденность в то что должно существовать
ВЕРА	так хорошо как только можно
ВЕРА	считать что доказательство невозможный или не нужный
ВЕРА	говорить считать что человек скоро сказать неправда чем правда
ВЕРБА	дерево или кустарник иметь гибкий красноватый ветвь и серый желтый пушистый почка величина с ноготь ребенок
ВЕРБЛЮД	крупный жвачное животное с один или два горб густой шерсть и широкий двупалый ступня приспособлять для ходьба по песок или мелкий камень обитать в пустыня полупустыня и сухой степь отличаться большой выносливость и способность долго обходиться без вода который человек использовать для перевозка человек и груз
ВЕРБЛЮД	говорить сообщать что быть такой очевидный сведение о немой который нельзя или трудно официально подтверждать и бояться что от он мочь потребовать такой подтверждение
ВЕРБОВАТЬ	человек нанимать человек чтобы они начинать в качество выполнять работа обычно связывать с опасность для жизнь или с трудный условие и выполнять она на протяжение отрезок время
ВЕРБОВАТЬ	лицо предлагать человек становиться собирать секретный информация о чем л и тайно передавать ее лицо говорить что таков он высокий долг предлагать денежный вознаграждение или угрожать плохой последствие в случай отказ
ВЕРБОВАТЬ	лицо сообщать человек какой действие совершать или хотеть совершать или связанный с он организация предлагать они поддерживать в качество или входить в организация
ВЕРИТЬ	считать что существовать
ВЕРИТЬ	веровать
ВЕРИТЬ	считать что истинно
ВЕРИТЬ	считать что получать информация истинный
ВЕРИТЬ	считать что мочь сделать что л хороший
ВЕРИТЬ	считать что быть иметь место
ВЕРИТЬ	доверять
ВЕРИТЬ	человек считать что существовать причем это мнение не основывать на какой л факт или доказательство
ВЕРИТЬ	человек иметь вера в сверхъестественный существо или высокий сила управляющий мир и стараться жить в соответствие с этот вера
ВЕРИТЬ	человек убежденный что истинный или иметь место
ВЕРИТЬ	человек узнавать какой л информация от человек или из информационный объект настолько доверять источник что считать этот информация истинный без какой л проверка
ВЕРИТЬ	человек убежденный что мочь сделать что л хороший или что благодаря мочь происходить что л хороший
ВЕРИТЬ	человек убежденный что ситуация быть иметь место
ВЕРИТЬ	человек убежденный что он мочь быть искренний с лицо не бояться что использовать этот искренность чтобы сделать что л плохой
ВЕРИТЬ	человек очень удивлять услышать или увидеть потому что он не допускать что такой мочь случаться или существовать
ВЕРИТЬ	говорить считать что его сообщение должно удивлять собеседник
ВЕРМИШЕЛЬ	пищевой продукт изготовлять в фабричный условие представлять себя тонкий круглый в сечение полоска из пресный тесто который варить в кипеть вода
ВЕРМИШЕЛЬ	блюдо из вермишель
ВЕРНО	так как это делать верный человек
ВЕРНО	в соответствие с то как должно быть
ВЕРНО	так что процесс начинать некоторый время назад и требовать много время происходить без помеха и должный приводить к положительный результат
ВЕРНОСТЬ	преданность
ВЕРНОСТЬ	приверженность что л
ВЕРНОСТЬ	приверженность отношение или какой л деятельность
ВЕРНОСТЬ	отсутствие супружеский измена
ВЕРНОСТЬ	правильность
ВЕРНОСТЬ	точность
ВЕРНОСТЬ	соответствие объект или свойство объект образец или цель который этот объект служить
ВЕРНОСТЬ	чтобы быть уверенный что
ВЕРНЫЙ	преданный
ВЕРНЫЙ	не отступать от что л
ВЕРНЫЙ	свойственный верный человек
ВЕРНЫЙ	не изменять в любовь
ВЕРНЫЙ	вести к цель
ВЕРНЫЙ	свидетельствовать о приближение что л
ВЕРНЫЙ	неминуемый
ВЕРНЫЙ	правильный
ВЕРНЫЙ	не мало называть количество
ВЕРНЫЙ	такой который быть на протяжение достаточно долгий время связанный с лицо считать что интерес не менее важный чем его собственный и соблюдать они даже в ущерб себя
ВЕРНЫЙ	такой который руководствоваться в свой жизнь или быть связывать с и считать большой ценность не отказываться от она даже в ущерб себя
ВЕРНЫЙ	свойственить верный человек
ВЕРНЫЙ	такой который любить человек и иметь с он половой отношение не вступать в такой же отношение с другой человек
ВЕРНЫЙ	такой который в большой степень соответствовать цель
ВЕРНЫЙ	такой на основа который можно с большой степень точность описывать наблюдать ситуация или предсказывать наступление новый ситуация
ВЕРНЫЙ	такой который обязательно быть иметь место
ВЕРНЫЙ	истинный или правильный
ВЕРНЫЙ	такой который по убеждение говорящий или наблюдатель не мочь быть мало указанный он количество
ВЕРНЫЙ	такой который не менять свой взгляд или поведение на протяжение долгий время несмотря на обстоятельство
ВЕРОЛОМНЫЙ	такой который притворяться друг обманывать доверять он человек и наносить они серьезный ущерб
ВЕРОЛОМНЫЙ	свойственный вероломный человек
ВЕРОЯТНОСТЬ	степень уверенность говорить в то что ситуация иметь иметь или быть иметь место
ВЕРОЯТНОСТЬ	численный мера возможность наступление событие
ВЕРОЯТНОСТЬ	говорить почти уверенный в то что иметь место
ВЕРОЯТНЫЙ	рассматривать множество событие который мочь происходить или происходить в данный ситуация говорящий иметь основание считать что происходить или происходить событие хотя не исключать что мочь или мочь происходить какой-то другой событие
ВЕРТЕТЬ	вращать
ВЕРТЕТЬ	повертывать в разный сторона
ВЕРТЕТЬ	повертывать из сторона в сторона часть тело
ВЕРТЕТЬ	помыкать
ВЕРТЕТЬ	сворачивать папироса
ВЕРТЕТЬ	человек или животное физически воздействовать на объект часть свой тело так что или какой-то часть вращаться
ВЕРТЕТЬ	человек держать предмет часть свой тело повертывать в разный сторона иногда с цель он рассматривать
ВЕРТЕТЬ	существо быстро повертывать из сторона в сторона часть свой тело
ВЕРТЕТЬ	человек психологически подчинять себя человек делать так что выполнять все что хотеть
ВЕРТЕТЬ	человек насыпать по длина кусок бумага полоска курительный табак сворачивать этот кусок делать такой образ папироса или подобный она изделие для курение
ВЕРТЕТЬ	быть мнение что ситуация иметь место существовать очень много довод опровергать этот мнение говорить считать что несмотря на наличие этот и другой возможный довод иметь место
ВЕРТЕТЬСЯ	физический объект или человек быстро двигаться вокруг собственный ось или перемещаться вокруг воображать точка возможно неравномерно или со смена направление неоднократно принимать один и тот же положение или похожий положение в пространство
ВЕРТЕТЬСЯ	вертеться устройство
ВЕРТЕТЬСЯ	человек быстро повертываться то в один то в другой сторона возможно желать что-то увидеть в чем обычно проявляться его любопытство или нетерпение
ВЕРТЕТЬСЯ	человек желать быть в контакт с человек или объект или иметь информация об в течение некоторый время перемещаться в разный сторона около на относительно небольшой расстояние от он как бы вертеться вокруг
ВЕРТЕТЬСЯ	человек постоянно и интенсивно что-то делать менять занятие с цель добывать средство к существование или обеспечивать условие жизнь себя или другой человек как бы постоянно быстро повертываться в разный сторона
ВЕРТИКАЛЬНЫЙ	такой который располагать перпендикулярно горизонтальный линия или горизонтальный плоскость или иметь место как бы в плоскость перпендикулярный горизонтальный линия или горизонтальный плоскость
ВЕРТИКАЛЬНЫЙ	такой который образовывать иерархия или связанный с она
ВЕРТОЛЁТ	летательный аппарат с один или несколько пропеллер взлет и посадка который происходить вертикально перемещаться на относительно небольшой высота и обладать возможность сохранять неподвижный положение в воздух
ВЕРХ	верхний часть объект
ВЕРХ	часть объект содержать начало текст
ВЕРХ	поверхностный знание
ВЕРХ	верхний часть транспортный средство
ВЕРХ	верхний этаж невысокий дом
ВЕРХ	часть сыпучий вещество
ВЕРХ	главный часть иерархический структура общество
ВЕРХ	человек руководящий другой
ВЕРХ	внешний часть объект
ВЕРХ	самый большой степень
ВЕРХ	высокий звук
ВЕРХ	часть или поверхность объект который при его нормальный или наблюдать положение находиться далеко от земля чем весь другой его часть или поверхность
ВЕРХ	часть предмет обувь или головной убор образующая он верх и изготавливать из отдельный деталь или деталь
ВЕРХ	часть поверхность объект заполнять какой-то текст или предназначать для какой-то текст где этот текст начинаться или быть начинаться и который при вертикальный размещение этот объект образовывать он верх
ВЕРХ	наиболее известный факт какой-либо область знание или наиболее очевидный сторона какой-либо явление который создавать видимость знакомство с этот область знание или понимание весь явление как бы верх область знание или явление
ВЕРХ	складной или съемный часть транспортный средство образующая он верх
ВЕРХ	самый далекий от земля жилой этаж два или трехэтажный дом
ВЕРХ	часть сыпучий вещество помещать в емкость находиться выше край этот емкость
ВЕРХ	главный часть иерархический структура общество или организация обладать большой власть и возможность как бы верх
ВЕРХ	человек являться главный часть структура общество организация или социальный группа и обладать большой власть и влияние как бы верх
ВЕРХ	внешний видимый часть объект отличаться от его внутренний в обычный условие невидимый часть по признак
ВЕРХ	максимальный степень свойство или состояние
ВЕРХ	высокий звук
ВЕРХ	парадный или деловой форма одежда белый блузка или рубашка и темный юбка или брюки
ВЕРХ	оказываться сильно побеждать
ВЕРХ	использоваться для передвижение верхом
ВЕРХНИЙ	находиться сверху
ВЕРХНИЙ	находиться близко к верх лист бумага
ВЕРХНИЙ	находиться у исток река
ВЕРХНИЙ	наружный
ВЕРХНИЙ	надевать при выход на улица
ВЕРХНИЙ	главный в иерархия
ВЕРХНИЙ	выражать бо льшой число
ВЕРХНИЙ	высокий
ВЕРХНИЙ	находиться далеко от поверхность земля чем другой часть тот же объект при его нормальный или наблюдать положение или чем другой однотипный объект
ВЕРХНИЙ	верхний пластина корпус струнный инструмент если он полагать струна вверх
ВЕРХНИЙ	находиться близко к верх объект заполнять текст или предназначать для текст чем другой однотипный объект или являться верхом такой объект
ВЕРХНИЙ	находиться у исток река или близко к исток река чем другой однотипный объект
ВЕРХНИЙ	внешний воспринимать первый
ВЕРХНИЙ	такой который надевать чтобы выходить на улица поверх одежда в который принимать находиться в помещение в присутствие другой человек
ВЕРХНИЙ	являться главный в иерархия
ВЕРХНИЙ	являться такой значение параметр который выражаться бо льшой число или число чем другой его значение
ВЕРХНИЙ	являться наиболее поздний часть данный период
ВЕРХНИЙ	более высокий чем другой звук который издавать или мочь издавать источник звук
ВЕРХОВНЫЙ	такой который являться самый главный в некоторый иерархия
ВЕРХОМ	сидеть на спина лошадь или другой животное обычно такой образ что нога сидеть располагать по бок этот животное
ВЕРХОМ	сидеть на предмет так как сидеть на лошадь
ВЕРХУШКА	верхний часть или точка длинный часто вытягивать вверх объект обычно более узкий чем другой его часть
ВЕРХУШКА	доступный восприятие небольшой и не самый существенный часть явление основной часть который неизвестный
ВЕРХУШКА	украшение надевать на верхушка новогодний елка
ВЕРХУШКА	человек находиться в верхний часть структура общество организация или социальный группа и обладать большой власть и влияние в она
ВЕРШИНА	верхний часть объект
ВЕРШИНА	высокий гора
ВЕРШИНА	высокий достижение в какой л область
ВЕРШИНА	максимальный степень развитие ситуация
ВЕРШИНА	точка пересечение линия или плоскость
ВЕРШИНА	верхний часть поверхность или точка высокий объект
ВЕРШИНА	доступный восприятие небольшой и не самый существенный часть явление основной часть который неизвестный
ВЕРШИНА	очень высокий гора
ВЕРШИНА	объект или явление находиться на самый верхний уровень воображать иерархия объект или явление относиться к область как бы вершина
ВЕРШИНА	максимальный степень развиваться ситуация или состояние
ВЕРШИНА	точка пересечение прямой линия ограничивать геометрический фигура или плоскость ограничивать многогранник
ВЕС	параметр физический тело равный по который оцениваться усилие который человек должный прикладывать чтобы передвигать подымать или нести
ВЕС	официально утверждать характеристика группа к который относиться спортсмен по признак их вес
ВЕС	свойство человек сообщество или социальный институт состоять в то что он мочь влиять на решение другой человек в сфера благодаря который человек особенно считаться с он или особенно ценить он
ВЕС	вес между и кг расцениваться как очень маленький
ВЕС	быть очень ценный
ВЕСЁЛЫЙ	часто радоваться и смеяться
ВЕСЁЛЫЙ	находиться в хороший настроение
ВЕСЁЛЫЙ	в который проявляться то что человек весело
ВЕСЁЛЫЙ	который ожидаться от веселый человек
ВЕСЁЛЫЙ	участник который весело
ВЕСЁЛЫЙ	такой где происходить событие участник который весело
ВЕСЁЛЫЙ	предназначать для то чтобы человек становиться весело
ВЕСЁЛЫЙ	вызывать у человек желание улыбаться или смеяться
ВЕСЁЛЫЙ	сопровождаться приятный возбуждение
ВЕСЁЛЫЙ	такой который часто или обычно свойственный радоваться и смеяться или такой который радоваться и смеяться в момент наблюдение
ВЕСЁЛЫЙ	человек находиться в хороший настроение радоваться и смеяться
ВЕСЁЛЫЙ	такой в который проявляться то что человек весело
ВЕСЁЛЫЙ	свойственный веселый человек
ВЕСЁЛЫЙ	такой участник который весело
ВЕСЁЛЫЙ	такой где происходить много веселый событие
ВЕСЁЛЫЙ	предназначать для то чтобы человек становиться весело
ВЕСЁЛЫЙ	такой который вызывать у человек желание улыбаться или смеяться
ВЕСЁЛЫЙ	такой испытывать который человек одновременно чувствовать приятный возбуждение какой бывать когда человек весело
ВЕСЕЛИТЬ	человек совершать действие от который человек становиться весело
ВЕСЕЛИТЬ	объект вызывать у человек желание улыбаться и смеяться
ВЕСЕЛИТЬСЯ	провожать время так чтобы быть весело
ВЕСЕЛЬЕ	состояние человек когда он весело
ВЕСЕЛЬЕ	времяпрепровождение во время который собираться вместе человек весело
ВЕСИТЬ	физический тело иметь вес
ВЕСКИЙ	такой который являться очень важный как бы много весить
ВЕСЛО	шест с лопасть на один конец или лопасть на оба конец при помощь который человек приводить в движение гребной судно
ВЕСНА	отрезок год следующий за зима и предшествовать лет
ВЕСНА	во время весна
ВЕСНА	каждый весна
ВЕСНА	во время весна
ВЕСНОЙ	в тот время когда весна
ВЕСНУШКИ	пятно рыжеватый или темно-коричневый цвет размер от маковый зерно до горошина который появляться или становиться особенно хорошо видный весна обычно на лицо кисть рука или на туловище у человек с очень светлый кожа
ВЕСТИ	сопровождать кто л
ВЕСТИ	возгавлять
ВЕСТИ	управлять транспортный средство
ВЕСТИ	руководить информационный или культурный мероприятие
ВЕСТИ	руководить деятельность в сфера обучение или наука
ВЕСТИ	заниматься кто л
ВЕСТИ	прокладывать
ВЕСТИ	позволять попадать в какой л место
ВЕСТИ	чертить
ВЕСТИ	иметь как следствие
ВЕСТИ	делать что л
ВЕСТИ	следить за кто л
ВЕСТИ	человек делать так что существо идти в место из место причем человек идти в место из место вместе с существо выбирать путь и направлять по этот путь и перемещение в являться цель или или условие достижение цель
ВЕСТИ	человек быть главный в группа человек перемещаться в место из место с цель перемещаться вместе с этот группа направлять и организовывать перемещение
ВЕСТИ	человек находиться внутри транспортный средство делать так что это транспортный средство перемещаться в место из место
ВЕСТИ	человек быть главный направлять ход информационный или развлекательный мероприятие
ВЕСТИ	человек быть главный направлять ход деятельность осуществляться в место
ВЕСТИ	человек быть специалист в какой л область осуществлять деятельность в этот область направлять она на группа человек
ВЕСТИ	человек делать длинный объект направлять он в сторона или делать так что иметь большой длина объект разворачиваться во весь этот длина в направление
ВЕСТИ	объект служить для то чтобы человек перемещаться по он или через он приходить в место
ВЕСТИ	человек двигать рука или другой объект по объект или по воздух перед себя
ВЕСТИ	фактор или ситуация являться причина возникновение нежелательный ситуация
ВЕСТИ	человек совершать действие или заниматься деятельность связывать с
ВЕСТИ	человек совершать действие в манера который говорить или наблюдатель оцениваться как
ВЕСТИ	начинать существовать с кто л что л или с какой л момент
ВЕСТИ1	сопровождать кто л
ВЕСТИ1	возглавлять
ВЕСТИ1	определять смена движение партнер в танец
ВЕСТИ1	опережать соперник
ВЕСТИ1	управлять транспортный средство
ВЕСТИ1	быть главный участник информационный или культурный мероприятие
ВЕСТИ1	руководить деятельность в сфера обучение или наука
ВЕСТИ1	заниматься кто л
ВЕСТИ1	прокладывать
ВЕСТИ1	пролегать в какой л направление
ВЕСТИ1	двигать какой л предмет по что л
ВЕСТИ1	быть причина
ВЕСТИ1	заниматься чем л
ВЕСТИ1	следить за кто л
ВЕСТИ1	человек делать так что существо идти в место из место и сам идти вместе с направлять его перемещение причем перемещение в являться цель или или условие достижение цель
ВЕСТИ1	человек быть главный в группа человек перемещаться с цель перемещаться вместе с этот группа направлять ее перемещение
ВЕСТИ1	в ситуация танец в который человек менять свой движение то самый определять порядок смена движение свой партнер
ВЕСТИ1	человек или группа человек участвовать в спортивный соревнование опережать другой участник по число набирать очко
ВЕСТИ1	человек управлять транспортный средство делать так что оно перемещаться в место из место
ВЕСТИ1	человек быть руководитель информационный или развлекательный мероприятие направлять его ход
ВЕСТИ1	человек быть руководитель деятельность или деятельность группа человек осуществляться в место направлять ход этот деятельность
ВЕСТИ1	человек быть специалист в какой л область осуществлять профессиональный деятельность в этот область иметь объект этот деятельность группа человек
ВЕСТИ1	человек строить длинный пространственный объект или протягивать в пространство иметь большой длина объект от место до место или в направление чтобы можно быть использовать в место или в место располагать в направление от до
ВЕСТИ1	пространственный объект или проем служить для то чтобы человек перемещаться по он или через он мочь приходить в место
ВЕСТИ1	человек двигать в определенный направление рука или объект который он держать в рука по объект или по воздух перед себя
ВЕСТИ1	фактор или ситуация являться причина возникновение положение дело часто нежелательный
ВЕСТИ1	человек совершать действие или заниматься деятельность или деятельность связывать с
ВЕСТИ1	человек или человек наблюдать за перемещение человек следовать за он и стараться оставаться незамеченный с цель не допускать совершение он преступный действие или с цель совершать какой-то преступный действие по отношение к он
ВЕСТИ1	иметь свой самый отдаленный документально засвидетельствовать предок
ВЕСТИ2	человек совершать действие который обычно оцениваться окружающий с этический этикетный или прагматический точка зрение и который в данный случай оцениваться говорящий или наблюдатель как
ВЕСТЬ	информация об иметь место важный событие связывать с объект который лицо сообщать адресат и который до этот сообщение не быть известный этот адресат
ВЕСТЬ	евангелие
ВЕСТЬ	о человек долгий время нет никакой информация
ВЕСЫ	приспособление для измерение вес материальный объект
ВЕСЫ	нематериальный объект позволять понимать значимость что л как бы весы
ВЕСЫ	один из двенадцать знак зодиак
ВЕСЫ	человек рождаться под знак весы
ВЕСЬ	без исключение или целиком
ВЕСЬ	весь человек
ВЕСЬ	весь объект или ситуация
ВЕСЬ	в очень большой степень
ВЕСЬ	с максимальный интенсивность
ВЕСЬ	не мало чем
ВЕСЬ	быть израсходовать
ВЕСЬ	длительный время без перерыв
ВЕСЬ	говорящий требовать чтобы текущий положение дело быть прекращать
ВЕСЬ	целиком полностью
ВЕСЬ	весь человек о который идти речь или который видеть или подразумевать говорить участвовать в ситуация
ВЕСЬ	весь человек и весь объект без исключение
ВЕСЬ	весь предмет или ситуация о который идти речь или который видеть или подразумевать говорить участвовать в ситуация
