ВЕРНЫЙ	Такой, который не меняет своих взглядов или поведения на протяжении долгого времени, несмотря на обстоятельства
ВЕРОЛОМНЫЙ	Такой, который, притворяясь другом, обманывает доверяющих ему людей и наносит им серьезный ущерб
ВЕРОЛОМНЫЙ	Свойственный вероломному 1 человеку
ВЕРОЯТНОСТЬ	Степень A2 уверенности говорящего в том, что ситуация А1 имела, имеет или будет иметь место
ВЕРОЯТНОСТЬ	Численная мера A2 возможности наступления события А1
ВЕРОЯТНОСТЬ	говорящий почти уверен в том, что имеет место A1
ВЕРОЯТНЫЙ	Рассматривая множество событий, которые могут произойти или произошли в данной ситуации, говорящий имеет основания считать, что произойдет или произошло событие А1, хотя не исключает, что может или могло произойти какое-то другое событие
ВЕРТЕТЬ	вращать
ВЕРТЕТЬ	поворачивать в разные стороны
ВЕРТЕТЬ	поворачивать из стороны в сторону часть тела
ВЕРТЕТЬ	помыкать
ВЕРТЕТЬ	сворачивать папиросу
ВЕРТЕТЬ	Человек или животное А1 физически воздействует на объект А2 частью своего тела А3, так что А2 или какая-то часть А2 вращается
ВЕРТЕТЬ	Человек А1, держа предмет А2 частью своего тела А3, поворачивает А2 в разные стороны, иногда с целью его рассмотреть
ВЕРТЕТЬ	Существо А1 быстро поворачивает из стороны в сторону часть А2 своего тела
ВЕРТЕТЬ	Человек А1, психологически подчиняя себе человека А2, делает так, что А2 выполняет все, что хочет А1
ВЕРТЕТЬ	Человек А1, насыпав по длине куска бумаги А3 полоску курительного табака, сворачивает этот кусок, делая таким образом папиросу или подобное ей изделие А2 для курения
ВЕРТЕТЬ	Есть мнение, что ситуация А1 имеет место; существует очень много доводов, опровергающих это мнение; говорящий считает, что, несмотря на наличие этих и других возможных доводов, А1 имеет место
ВЕРТЕТЬСЯ	Физический объект или человек А1 быстро движется вокруг собственной оси или перемещается вокруг воображаемой точки, возможно неравномерно или со сменой направления, неоднократно принимая одно и то же положение или похожие положения в пространстве
ВЕРТЕТЬСЯ	вертящееся устройство
ВЕРТЕТЬСЯ	Человек А1 быстро поворачивается то в одну, то в другую сторону, возможно желая что-то увидеть, в чем обычно проявляется его любопытство или нетерпение
ВЕРТЕТЬСЯ	Человек А1, желая быть в контакте с человеком или объектом А2 или иметь информацию об А2, в течение некоторого времени перемещается в разные стороны около А2 на относительно небольшом расстоянии от него – как бы вертится вокруг А2
ВЕРТЕТЬСЯ	Человек А1 постоянно и интенсивно что-то делает, меняя занятия, с целью добыть средства к существованию или обеспечить условия жизни себе или другим людям – как бы постоянно быстро поворачивается в разные стороны
ВЕРТИКАЛЬНЫЙ	Такой, который расположен перпендикулярно горизонтальной линии или горизонтальной плоскости или имеет место как бы в плоскости, перпендикулярной горизонтальной линии или горизонтальной плоскости
ВЕРТИКАЛЬНЫЙ	Такой, который образует иерархию или связан с ней
ВЕРТОЛЁТ	Летательный аппарат с одним или несколькими пропеллерами, взлет и посадка которого происходят вертикально, перемещающийся на относительно небольшой высоте и обладающий возможностью сохранять неподвижное положение в воздухе
ВЕРХ	верхняя часть объекта
ВЕРХ	часть объекта, содержащая начало текста
ВЕРХ	поверхностные знания
ВЕРХ	верхняя часть транспортного средства
ВЕРХ	верхний этаж невысокого дома
ВЕРХ	часть сыпучего вещества
ВЕРХ	главная часть иерархической структуры общества
ВЕРХ	люди, руководящие другими
ВЕРХ	внешняя часть объекта
ВЕРХ	самая большая степень
ВЕРХ	высокие звуки
ВЕРХ	Часть или поверхность объекта А1, которая при его нормальном или наблюдаемом положении находится дальше от земли, чем все другие его части или поверхности
ВЕРХ	часть предмета обуви А1 или головного убора А1, образующая его верх 1.1 и изготовленная из отдельной детали или деталей
ВЕРХ	Часть поверхности объекта А1, заполненного каким-то текстом или предназначенного для какого-то текста, где этот текст начинается или будет начинаться, и которая при вертикальном размещении этого объекта образует его верх 1.1
ВЕРХ	Наиболее известные факты какой-либо области знания или наиболее очевидные стороны какого-либо явления, которые создают видимость знакомства с этой областью знания или понимания всего явления, – как бы верх 1.1 области знания или явления
ВЕРХ	Складная или съемная часть транспортного средства А1, образующая его верх 1.1
ВЕРХ	Самый далекий от земли жилой этаж двух- или трехэтажного дома
ВЕРХ	Часть сыпучего вещества, помещенного в емкость, находящаяся выше краев этой емкости
ВЕРХ	Главная часть иерархической структуры общества или организации А1, обладающая наибольшей властью и возможностями, – как бы верх 1.1 А1
ВЕРХ	Люди, являющиеся главной частью структуры общества, организации или социальной группы А1 и обладающие наибольшей властью и влиянием, – как бы верх 1.1 А1
ВЕРХ	Внешняя видимая часть объекта А1, отличающаяся от его внутренней, в обычных условиях невидимой части по признаку А2
ВЕРХ	Максимальная степень свойства или состояния А1
ВЕРХ	Высокие звуки
ВЕРХ	парадная или деловая форма одежды: белая блузка или рубашка и темная юбка или брюки
ВЕРХ	оказываться сильнее, побеждать
ВЕРХ	использоваться для передвижения верхом
ВЕРХНИЙ	находящийся сверху
ВЕРХНИЙ	находящийся ближе к верху листа бумаги
ВЕРХНИЙ	находящийся у истока реки
ВЕРХНИЙ	наружный
ВЕРХНИЙ	надеваемый при выходе на улицу
ВЕРХНИЙ	главный в иерархии
ВЕРХНИЙ	выражаемый бО^льшим числом
ВЕРХНИЙ	высокий
ВЕРХНИЙ	Находящийся дальше от поверхности земли, чем другие части того же объекта при его нормальном или наблюдаемом положении или чем другие однотипные объекты
ВЕРХНИЙ	верхняя пластина корпуса струнного инструмента, если его положить струнами вверх
ВЕРХНИЙ	Находящийся ближе к верху 1.2 объекта, заполненного текстом или предназначенного для текста, чем другие однотипные объекты, или являющийся верхом такого объекта
ВЕРХНИЙ	Находящийся у истока реки или ближе к истоку реки, чем другие однотипные объекты
ВЕРХНИЙ	Внешний, воспринимаемый первым
ВЕРХНИЙ	Такой, который надевают, чтобы выйти на улицу, поверх одежды, в которой принято находиться в помещении в присутствии других людей
ВЕРХНИЙ	Являющийся главным в иерархии
ВЕРХНИЙ	Являющийся таким значением параметра, который выражается бО^льшим числом или числами, чем другие его значения
ВЕРХНИЙ	являющийся наиболее поздней частью данного периода
ВЕРХНИЙ	Более высокий, чем другие звуки, которые издает или может издавать источник звука
ВЕРХОВНЫЙ	Такой, который является самым главным в некоторой иерархии
ВЕРХОМ	Сидя на спине лошади или другого животного, обычно таким образом, что ноги сидящего расположены по бокам этого животного
ВЕРХОМ	Сидя на предмете так, как сидят на лошади
ВЕРХУШКА	Верхняя часть или точка длинного, часто вытянутого вверх объекта А1, обычно более узкая, чем другие его части
ВЕРХУШКА	доступная восприятию небольшая и не самая существенная часть явления, основная часть которого неизвестна
ВЕРХУШКА	Украшение, надеваемое на верхушку 1.1 новогодней елки
ВЕРХУШКА	Люди, находящиеся в верхней части структуры общества, организации или социальной группы А1 и обладающие наибольшей властью и влиянием в ней
ВЕРШИНА	верхняя часть объекта
ВЕРШИНА	высокая гора
ВЕРШИНА	высшее достижение в какой-л. области
ВЕРШИНА	максимальная степень развития ситуации
ВЕРШИНА	точка пересечения линий или плоскостей
ВЕРШИНА	Верхняя часть, поверхность или точка высокого объекта А1
ВЕРШИНА	доступная восприятию небольшая и не самая существенная часть явления, основная часть которого неизвестна
ВЕРШИНА	Очень высокая гора
ВЕРШИНА	Объект или явление, находящиеся на самом верхнем уровне воображаемой иерархии объектов или явлений, относящихся к области А1, – как бы вершина 1.1 А1
ВЕРШИНА	Максимальная степень развивающейся ситуации или состояния А1
ВЕРШИНА	Точка пересечения прямых линий, ограничивающих геометрическую фигуру А1, или плоскостей, ограничивающих многогранник А1
ВЕС	Параметр физического тела А1, равный А2, по которому оцениваются усилия, которые человек должен приложить, чтобы передвинуть, поднять или нести А1
ВЕС	Официально утвержденная характеристика группы, к которой относятся спортсмены по признаку их веса
ВЕС	Свойство человека, сообщества или социального института А1, состоящее в том, что он может влиять на решения других людей в сфере А3, благодаря которому люди А2 особенно считаются с ним или особенно ценят его
ВЕС	вес между 40 и 50 кг, расценивающийся как очень маленький
ВЕС	быть очень ценным
ВЕСЁЛЫЙ	часто радующийся и смеющийся
ВЕСЁЛЫЙ	находящийся в хорошем настроении
ВЕСЁЛЫЙ	в котором проявляется то, что человеку весело
ВЕСЁЛЫЙ	который ожидается от веселого человека
ВЕСЁЛЫЙ	участникам которого весело
ВЕСЁЛЫЙ	такой, где происходят события, участникам которых весело
ВЕСЁЛЫЙ	предназначенный для того, чтобы людям стало весело
ВЕСЁЛЫЙ	вызывающий у человека желание улыбаться или смеяться
ВЕСЁЛЫЙ	сопровождающийся приятным возбуждением
ВЕСЁЛЫЙ	Такой, которому часто или обычно свойственно радоватьcя и смеяться, или такой, который радуется и смеется в момент наблюдения
ВЕСЁЛЫЙ	Человек А1, находясь в хорошем настроении, радуется и смеется
ВЕСЁЛЫЙ	Такой, в котором проявляется то, что человеку весело
ВЕСЁЛЫЙ	Свойственный веселому 1.1 человеку
ВЕСЁЛЫЙ	Такой, участникам которого весело
ВЕСЁЛЫЙ	Такой, где происходит много веселых 2.1 событий
ВЕСЁЛЫЙ	Предназначенный для того, чтобы людям стало весело
ВЕСЁЛЫЙ	Такой, который вызывает у человека желание улыбаться или смеяться
ВЕСЁЛЫЙ	Такой, испытывая который человек одновременно чувствует приятное возбуждение, какое бывает, когда человеку весело
ВЕСЕЛИТЬ	Человек А1 совершает действия, от которых человеку А2 становится весело
ВЕСЕЛИТЬ	Объект А1 вызывает у человека А2 желание улыбаться и смеяться
ВЕСЕЛИТЬСЯ	Проводить время так, чтобы было весело
ВЕСЕЛЬЕ	Состояние человека, когда ему весело
ВЕСЕЛЬЕ	Времяпрепровождение, во время которого собравшимся вместе людям весело
ВЕСИТЬ	Физическое тело А1 имеет вес А2
ВЕСКИЙ	Такой, который является очень важным, – как бы много весит
ВЕСЛО	Шест с лопастью на одном конце или лопастями на обоих концах, при помощи которого человек приводит в движение гребное судно
ВЕСНА	Отрезок года, следующий за зимой и предшествующий лету
ВЕСНА	во время весны
ВЕСНА	каждую весну
ВЕСНА	во время весны
ВЕСНОЙ	В то время, когда весна
ВЕСНУШКИ	Пятна рыжеватого или темно-коричневого цвета размером от макового зерна до горошины, которые появляются или становятся особенно хорошо видны весной, обычно на лице, кистях рук или на туловище у людей с очень светлой кожей
ВЕСТИ	сопровождать кого-л.
ВЕСТИ	возгавлять
ВЕСТИ	управлять транспортным средством
ВЕСТИ	руководить информационным или культурным мероприятием
ВЕСТИ	руководить деятельность в сфере обучения или науки
ВЕСТИ	заниматься кем-л.
ВЕСТИ	прокладывать
ВЕСТИ	позволять попасть в какое-л. место
ВЕСТИ	чертить
ВЕСТИ	иметь как следствие
ВЕСТИ	делать что-л.
ВЕСТИ	следить за кем-л.
ВЕСТИ	Человек А1 делает так, что существо А2 идет в место А3 из места А4, причем человек А1 идет в место А3 из места А4 вместе с существом А2, выбирая путь и направляя А2 по этому пути, и перемещение в А3 является целью А1 или А2 или условием достижения цели А5
ВЕСТИ	Человек А1, будучи главным в группе людей А2, перемещающейся в место А3 из места А4 с целью А5, перемещается вместе с этой группой, направляя и организуя перемещение
ВЕСТИ	Человек А1, находясь внутри транспортного средства А2, делает так, что это транспортное средство перемещается в место А3 из места А4
ВЕСТИ	Человек А1, будучи главным, направляет ход информационного или развлекательного мероприятия А2
ВЕСТИ	Человек А1, будучи главным, направляет ход деятельности А2, осуществляющейся в месте А3
ВЕСТИ	Человек А1, будучи специалистом в какой-л. области, осуществляет деятельность в этой области, направляя ее на группу людей А2
ВЕСТИ	Люди А1 делают длинный объект А2, направляя его в сторону А3, или делают так, что имеющий большую длину объект А2 разворачивается во всю эту длину в направлении А3
ВЕСТИ	Объект А1 служит для того, чтобы человек, перемещаясь по нему или через него, пришел в место А2
ВЕСТИ	Человек А1 двигает рукой А2 или другим объектом А2, по объекту А3 или по воздуху перед собой
ВЕСТИ	Фактор или ситуация А1 является причиной возникновения нежелательной ситуации А2
ВЕСТИ	Человек А1 совершает действия или занимается деятельностью, связанной с А2
ВЕСТИ	Человек А1 совершает действия в манере, которая говорящим или наблюдателем оценивается как А2
ВЕСТИ	начать существовать с кого-л., чего-л. или с какого-л. момента
ВЕСТИ1	сопровождать кого-л.
ВЕСТИ1	возглавлять
ВЕСТИ1	определять смену движений партнера в танце
ВЕСТИ1	опережать соперников
ВЕСТИ1	управлять транспортным средством
ВЕСТИ1	быть главным участником информационного или культурного мероприятия
ВЕСТИ1	руководить деятельностью в сфере обучения или науки
ВЕСТИ1	заниматься кем-л.
ВЕСТИ1	прокладывать
ВЕСТИ1	пролегать в каком-л. направлении
ВЕСТИ1	двигать какой-л. предмет по чему-л.
ВЕСТИ1	быть причиной
ВЕСТИ1	заниматься чем-л.
ВЕСТИ1	следить за кем-л.
ВЕСТИ1	Человек А1 делает так, что существо А2 идет в место А3 из места А4 и сам идет вместе с А2, направляя его перемещение, причем перемещение в А3 является целью А1 или А2 или условием достижения цели А5
ВЕСТИ1	Человек А1, будучи главным в группе людей А2, перемещающейся с целью А3, перемещается вместе с этой группой, направляя ее перемещение
ВЕСТИ1	В ситуации танца А3, в котором человек А1, меняя свои движения, тем самым определяет порядок смены движений своего партнера А2
ВЕСТИ1	Человек или группа людей А1, участвуя в спортивных соревнованиях, опережает других участников по числу набранных очков
ВЕСТИ1	Человек А1, управляя транспортным средством А2, делает так, что оно перемещается в место А3 из места А4
ВЕСТИ1	Человек А1, будучи руководителем информационного или развлекательного мероприятия А2, направляет его ход
ВЕСТИ1	Человек А1, будучи руководителем деятельности А2 или деятельности группы людей А2, осуществляющейся в месте А3, направляет ход этой деятельности
ВЕСТИ1	Человек А1, будучи специалистом в какой-л. области, осуществляет профессиональную деятельность в этой области, имея объектом этой деятельности группу людей А2
ВЕСТИ1	Люди А1 строят длинный пространственный объект А2 или протягивают в пространстве имеющий большую длину объект А2 от места А4 до места А3 или в направлении А3, чтобы А2 можно было использовать в месте А3 или в местах, расположенных в направлении от А4 до А3
ВЕСТИ1	Пространственный объект или проем А1 служит для того, чтобы человек, перемещаясь по нему или через него, мог прийти в место А2
ВЕСТИ1	Человек А1 двигает в определенном направлении руку А2 или объект А2, который он держит в руке, по объекту А3 или по воздуху перед собой
ВЕСТИ1	Фактор или ситуация А1 является причиной возникновения положения дел А2, чаще нежелательного
ВЕСТИ1	Человек А1 совершает действия или занимается деятельностью А2 или деятельностью, связанной с А2
ВЕСТИ1	Человек или люди А1 наблюдают за перемещениями человека А2, следуя за ним и стараясь остаться незамеченными, с целью не допустить совершения им преступных действий или с целью совершить какие-то преступные действия по отношению к нему
ВЕСТИ1	иметь А2 своим самым отдаленным документально засвидетельствованным предком
ВЕСТИ2	Человек А1 совершает действия, которые обычно оцениваются окружающими с этической, этикетной или прагматической точки зрения и которые в данном случае оцениваются говорящим или наблюдателем как А2
ВЕСТЬ	Информация об имевшем место важном событии А3, связанном с объектом А2, которую лицо А1 сообщает адресату и которая до этого сообщения не была известна этому адресату
ВЕСТЬ	Евангелие
ВЕСТЬ	о человеке А1 долгое время нет никакой информации
ВЕСЫ	Приспособление для измерения веса материального объекта
ВЕСЫ	Нематериальный объект А1, позволяющий понять значимость чего-л., – как бы весы
ВЕСЫ	Один из двенадцати знаков зодиака
ВЕСЫ	Человек, родившийся под знаком Весов
ВЕСЬ	без исключения или целиком
ВЕСЬ	все люди
ВЕСЬ	все объекты или ситуации
ВЕСЬ	в очень большой степени
ВЕСЬ	с максимальной интенсивностью
ВЕСЬ	не меньше чем
ВЕСЬ	быть израсходованным
ВЕСЬ	длительное время без перерыва
ВЕСЬ	говорящий требует, чтобы текущее положение дел было прекращено
ВЕСЬ	целиком, полностью
ВЕСЬ	Все люди, о которых идет речь или которых видит или подразумевает говорящий, участвуют в ситуации А1
ВЕСЬ	все люди и все объекты без исключения
ВЕСЬ	Все предметы или ситуации, о которых идет речь или которые видит или подразумевает говорящий, участвуют в ситуации А1
ВЕСЬ	в первую очередь
ВЕСЬ	По мнению говорящего, количество, о котором идет речь, не меньше, чем А1, и говорящий считает, что это много, причем можно было ожидать, что это количество меньше
ВЕСЬ	Говорящий или люди, входящие в его личную сферу, расходовали объект А1 в течение достаточно длительного времени, и к моменту речи А1 был полностью израсходован
ВЕСЬ	Человек А1 находится в состоянии А2 или делает А2 достаточно длительное время без перерыва, и говорящий считает, что это долго и что А2 уже могло бы не иметь места
ВЕСЬМА	В достаточно большой степени
ВЕТЕР	Вызванное природными причинами или быстрым движением каких-л. тел горизонтальное перемещение большой массы воздуха в направлении от А1 к А2, которое захватывает достаточно широкое пространство и способно, достигая большой интенсивности, оказывать влияние на жизнедеятельность людей
ВЕТЕР	Явление А1, воспринимающееся как стихийная сила, способная повлиять на что-л., – как бы интенсивный ветер
ВЕТЕР	для отправления естественных надобностей на природе или в специально предназначенном для этого месте, находящемся вне дома
ВЕТЕР	в открытом месте, где ветры дуют со всех сторон, не встречая никаких препятствий
ВЕТЕР	поток плазмы, исходящий от звезды
ВЕТЕР	поток атмосферных газов, исходящих от планеты, в космическое пространство
ВЕТЕР	поток плазмы, исходящий от Солнца и заполняющий Солнечную систему
ВЕТЕР	такой, который не подходит для холодной погоды
ВЕТЕР	говорящий считает человека, о котором идет речь, очень несерьезным
ВЕТЕР	говорящий сообщает, что человек, о котором идет речь, очень беден
ВЕТЕР	человек А1 истратил ценный ресурс А2 самым неэффективным способом
ВЕТЕР	существо А1 неожиданно и быстро исчезло из поля зрения наблюдателя, как если бы оно испугалось кого-л. или чего-л.
ВЕТЕР	напрасно (по)тратить
ВЕТЕР	искать объект, который нельзя или очень трудно найти
ВЕТЕР	в чем существо происходящего и каковы его возможные последствия
ВЕТЕР	каковы причины происходящего
ВЕТЕР	говорящий указывает на то, что человек, протестуя против чего-л., может сам стать жертвой нового положения вещей
ВЕТЕР	говорящий, не ожидавший увидеть кого-л. там, где он сам находится, интересуется причинами, по которым тот оказался в данном месте
ВЕТЕРИНАР	Человек, который профессионально занимается лечением и предупреждением заболеваний у животных
ВЕТКА	Боковой отросток, идущий от ствола дерева А1 или стебля растения А1
ВЕТКА	Путь для транспортного средства А1, отходящий от основного пути в сторону А2
ВЕТКА	путь для транспортного средства А1, ведущий в сторону А2
ВЕТРЕНЫЙ	Характеризующийся ветром, интенсивность которого превышает среднюю и который ощущается человеком как неприятный
ВЕТРЕНЫЙ	Такой, где человеку неприятно находиться из-за очень сильного ветра
ВЕТРЕНЫЙ	Такой, который, действуя под влиянием эмоций, часто меняет свое отношение к людям и событиям
ВЕТРЕНЫЙ	Такой, который бывает у ветреного человека
ВЕТРОВКА	Предмет уличной одежды из легкого, плотного и обычно непромокаемого материала, не длиннее середины бедра, который носят поверх остальной одежды для защиты от дождя и ветра
ВЕТРЯНОЙ	Такой, который приводится в действие силой ветра
ВЕТХИЙ	Такой, который, за время своего существования в течение очень долгого времени, пришел в настолько плохое состояние, что его стало трудно или невозможно использовать в соответствии с предназначением и который близок к полному разрушению
ВЕТХИЙ	Относительно худой и выглядящий так, словно живет дольше других людей и очень скоро умрет
ВЕТЧИНА	Продукт, изготовленный копчением или варкой из просоленного свиного мяса
ВЕХА	Шест, который ставят для указания границ пространственного объекта или для предупреждения об опасности
ВЕХА	навигационный знак в виде шеста, который устанавливают на закрепленном поплавке для указания фарватеров и предупреждения об опасных надводных и подводных местах
ВЕХА	Очень важное событие в биографии А2 человека или в истории А2 людей – как бы веха в А2, поставленная в тот момент, когда в ней произошло что-л. важное
ВЕЧЕР	Часть суток между днем и ночью, когда заходит солнце
ВЕЧЕР	во время вечера
ВЕЧЕР	каждый вечер
ВЕЧЕР	ситуация А1 имеет место в конце дня
ВЕЧЕР	Происходящее вечером 1 представление, посвященное теме или деятельности А1
ВЕЧЕР	Происходящее вечером 1 развлекательное мероприятие, посвященное теме А1, в котором принимают участие люди А2
ВЕЧЕР	Еще есть время, чтобы изменить к лучшему плохую ситуацию
ВЕЧНОСТЬ	Время, рассматриваемое как такое, которое не имеет начала и конца
ВЕЧНОСТЬ	Отрезок времени, который субъекту ситуации кажется очень долгим
ВЕЧНОСТЬ	Свойство объекта А1 существовать очень долго или всегда
ВЕЧНЫЙ	Такой, который, не имея ни начала, ни конца, существует всегда
ВЕЧНЫЙ	Такой, который, возникнув или произойдя, существует или должен существовать очень долго или всегда
ВЕЧНЫЙ	Такой, который на протяжении очень долгого периода своей жизни занимается одной и той же деятельностью или находится в одном и том же состоянии; говорящий считает, что эта деятельность или это состояние не должны иметь место долго
ВЕЧНЫЙ	Такой, который постоянно повторяется и, по мнению говорящего, является обычным для кого-л. или чего-л.
ВЕШАЛКА	Приспособление с крючками, предназначенное для того, чтобы люди, вошедшие с улицы в помещение, вешали на них верхнюю одежду и головные уборы
ВЕШАЛКА	Помещение в общественном здании, предназначенное для того, чтобы хранить на вешалках верхнюю одежду посетителей
ВЕШАЛКА	Приспособление в виде планки с крючком над ней, позволяющим вешать планку на горизонтально закрепленную длинную палку, которое предназначено для хранения или показа предметов одежды А1 в висящем состоянии
ВЕШАЛКА	Петля на одежде А1, обычно из материи, пришитая с изнанки у воротника и предназначенная для того, чтобы вешать А1 на крючок
ВЕШАТЬ	Человек А1 прикрепляет объект А2 при помощи А4 к вертикальной поверхности А3 так, что объект А2 висит на поверхности А3
ВЕШАТЬ	окончив разговор, положить трубку на рычаг или в гнездо телефонного аппарата
ВЕШАТЬ	Человек А1 прикрепляет предмет А2 к одежде А3 или располагает его на части тела А3 так, что он висит на А3
ВЕШАТЬ	Убить человека А2 в качестве наказания за преступление А3, вешая этого человека за шею на веревке, укрепленной на объекте А4, так, чтобы человек задохнулся
ВЕШАТЬСЯ	Человек А1, схватившись руками за человека А2 или за шею А2 человека, прижимается к нему, – как бы висит на нем
ВЕШАТЬСЯ	Женщина А1 настойчиво добивается внимания мужчины А2
ВЕЩЕСТВО	То, что, являясь делимым на более мелкие элементы, образует материальные объекты
ВЕЩЬ	предмет
ВЕЩЬ	произведение искусства
ВЕЩЬ	ситуация или положение дел
ВЕЩЬ	важное сообщение
ВЕЩЬ	объект, характеризуемый как А2
ВЕЩЬ	ценный объект
ВЕЩЬ	Сделанный человеком предмет, с которым люди имеют дело в повседневной жизни
ВЕЩЬ	Произведение искусства
ВЕЩЬ	То, что существует, имеет место или происходит в реальном мире
ВЕЩЬ	То, что является важной информацией
ВЕЩЬ	Говорящий утверждает, что объект или ситуация А1 характеризуется как А2
ВЕЩЬ	Говорящий считает, что объект А1 является очень ценным
ВЕЩЬ	то, что существует независимо от сознания и является непознаваемым с абсолютной точки зрения
ВЕЩЬ	объект, который людям трудно или невозможно понять
ВЕЩЬ	говорить о чем-л. плохом, не стараясь каким бы то ни было способом преуменьшить это плохое
ВЕЯНИЕ	Совокупность признаков, связанных с событием А1, которые указывают на скорое наступление А1
ВЕЯНИЕ	Изменяющееся явление из сферы А1, влияющее на взгляды и деятельность человека в этой сфере
ВЕЯТЬ	Имеет место неинтенсивный ветер А1, дующий со стороны А2, который ощущается человеком А3 или частью А3 его тела, часто переносящий какое-то вещество, воспринимаемое человеком как А4
ВЕЯТЬ	Время или пространство А1 является причиной того, что человек А3 воспринимает своими органами чувств свойство или явление А2, связанное с возникновением или существованием А1
ВЕЯТЬ	Объект А2 имеет неявное свойство А1 или находится в состоянии А1, которое воспринимается человеком, как бы достигая его органов чувств
ВЕЯТЬ	Легкий и тонкий объект А1 волнообразно колеблется из-за движения воздуха
ВЗАИМНЫЙ	Такая ситуация А1, участники которой ведут себя или функционируют одинаково относительно друг друга
ВЗАИМОДЕЙСТВИЕ	Связь объекта А1 и объекта А2, в результате которой они сами меняются
ВЗАЙМЫ	С условием отдать через определенный отрезок времени
